expression                                                                          	plurality 	Yago4          	manifestation                         	modifiers            	vagueness
the previous year                                                                   	instance  	event          	determined                            	adjective            	NOT_VAGUE
Hundreds of structures                                                              	class     	creativework   	undetermined                          	preposition          	portions
their architectural and historical significance                                     	instance  	intangible     	mass_noun                             	adjective            	subjective
researchers                                                                         	class     	person         	undetermined                          	MODIFIERS            	portions
more than a thousand archaeological sites                                           	class     	Place        	undetermined numbered                 	adjective            	portions
Yellowstone National Park                                                           	instance  	Place        	named                                 	MODIFIERS            	NOT_VAGUE
an area of 3,468.4 sq mi (8,983 km2)                                                	instance  	intangible     	undetermined numbered                 	preposition          	NOT_VAGUE
lakes                                                                               	class     	Place        	undetermined                          	MODIFIERS            	portions
canyons                                                                             	class     	Place        	undetermined                          	MODIFIERS            	portions
rivers                                                                              	class     	Place        	undetermined                          	MODIFIERS            	portions
mountain ranges                                                                     	class     	Place        	undetermined                          	MODIFIERS            	portions
Yellowstone Lake                                                                    	instance  	Place        	undetermined                          	MODIFIERS            	NOT_VAGUE
one of the largest high-elevation lakes                                             	instance  	Place        	undetermined                           	preposition adjective	degree portions
North America                                                                       	instance  	Place        	named                                 	adjective           	NOT_VAGUE
the Yellowstone Caldera                                                             	instance  	Place        	determined named                      	MODIFIERS            	NOT_VAGUE
the largest supervolcano                                                               	instance  	Place        	determined                             	adjective           	NOT_VAGUE
the continent                                                                          	instance  	Place        	determined                             	MODIFIERS           	NOT_VAGUE
The caldera                                                                         	instance  	Place        	determined                            	MODIFIERS            	NOT_VAGUE
a dormant volcano                                                                   	class     	Place        	undetermined                          	adjective            	NOT_VAGUE
tremendous force                                                                    	instance  	intangible     	undetermined                          	adjective            	subjective
several times                                                                       	class     	intangible     	determined numbered                   	adjective            	portions
the last two million years                                                          	class     	event          	determined numbered                   	adjective            	NOT_VAGUE
Half of the world's geysers and hydrothermal features                               	class     	Place        	numbered                              	preposition          	NOT_VAGUE
Yellowstone                                                                         	instance  	Place        	named                                 	MODIFIERS            	NOT_VAGUE
this ongoing volcanism                                                              	instance  	intangible     	mass_noun qualified_anaphora          	adjective            	NOT_VAGUE
Lava flows and rocks                                                                	class     	product        	undetermined                          	MODIFIERS             	NOT_VAGUE
volcanic eruptions                                                                  	class     	Event        	undetermined                          	adjective             	portions
most of the land area                                                               	instance  	Place        	determined                           	preposition          	degree
Yellowstone                                                                         	instance  	Place        	named                                	MODIFIERS             	NOT_VAGUE
the park                                                                            	instance  	Place        	determined anaphora                   	MODIFIERS            	NOT_VAGUE
the centerpiece                                                                     	instance  	intangible     	determined                           	MODIFIERS             	NOT_VAGUE
the Greater Yellowstone Ecosystem                                                   	instance  	intangible     	determined named                    	MODIFIERS              	NOT_VAGUE
the largest remaining nearly-intact ecosystem                                       	instance  	Place        	determined                           	adjective           	subjective
the Earth's northern temperate zone                                                 	instance  	Place        	determined contains_named             	adjective           	NOT_VAGUE
Yellowstone                                                                         	instance  	Place        	named                                 	MODIFIERS            	NOT_VAGUE
a UNESCO World Heritage Site                                                        	instance  	Place        	undetermined named                    	MODIFIERS            	NOT_VAGUE
Hundreds of species                                                                    	class     	Taxon          	numbered                              	MODIFIERS             	portions
mammals, birds, fish, reptiles, and amphibians                                         	class     	Taxon          	undetermined                          	MODIFIERS             	portions
The vast forests and grasslands                                                     	class     	Place        	determined                            	adjective            	degree
unique species                                                                      	class     	taxon          	undetermined                          	adjective           	portions
plants                                                                               	class     	taxon          	undetermined                          	MODIFIERS           	portions
Yellowstone Park                                                                    	instance  	Place        	named                                 	MODIFIERS            	NOT_VAGUE
the largest and most famous megafauna location                                        	instance  	Place        	determined                           	adjective noun        	subjective degree
the contiguous United States                                                          	instance  	Place        	determined named                    	adjective           	NOT_VAGUE
Grizzly bears                                                                       	class     	taxon          	undetermined                          	MODIFIERS            	portions
wolves                                                                              	class     	taxon          	undetermined                          	MODIFIERS            	portions
free-ranging herds                                                                   	class     	taxon          	undetermined                          	adjective           	portions
bison and elk                                                                         	class     	taxon          	undetermined                          	MODIFIERS           	NOT_VAGUE
this park                                                                           	instance  	Place        	undetermined qualified_anaphora       	adjective           	NOT_VAGUE
The Yellowstone Park bison herd                                                     	instance  	taxon          	determined contains_named             	MODIFIERS            	NOT_VAGUE
the oldest and largest public bison herd                                               	instance  	taxon          	determined                           	adjective           	NOT_VAGUE
the United States                                                                     	instance  	taxon          	determined named                    	MODIFIERS           	NOT_VAGUE
Forest fires                                                                        	class  	event          	undetermined                          	adjective            	portions
the park                                                                            	instance  	Place        	determined anaphora                   	MODIFIERS            	NOT_VAGUE
each year                                                                           	instance  	intangible     	undetermined                          	MODIFIERS            	NOT_VAGUE
the large forest fires                                                                	class     	event          	determined                            	adjective           	degree
nearly one third of the park                                                        	instance  	Place        	undetermined                          	preposition          	degree
Yellowstone                                                                         	instance  	Place        	named                                 	MODIFIERS            	NOT_VAGUE
numerous recreational opportunities                                                 	class     	intangible     	undetermined                          	adjective            	portions
hiking                                                                              	instance  	action         	mass_noun                             	MODIFIERS            	NOT_VAGUE
camping                                                                             	instance  	action         	mass_noun                             	MODIFIERS            	NOT_VAGUE
boating                                                                             	instance  	action         	mass_noun                             	MODIFIERS            	NOT_VAGUE
fishing                                                                             	instance  	action         	mass_noun                             	MODIFIERS            	NOT_VAGUE
sightseeing                                                                         	instance  	action         	mass_noun                             	MODIFIERS            	NOT_VAGUE
Paved roads                                                                         	class     	Place        	undetermined                          	MODIFIERS            	portions
close access                                                                        	instance  	intangible     	mass_noun                             	adjective            	degree
the major geothermal areas                                                          	class     	Place        	determined                            	adjective            	subjective
some of the lakes and waterfalls                                                    	class     	Place        	determined                            	preposition          	portions
the winter                                                                          	instance  	event          	determined mass_noun                  	MODIFIERS            	NOT_VAGUE
visitors                                                                            	class     	person         	undetermined                          	MODIFIERS            	portions
the park                                                                            	instance  	Place        	determined anaphora                   	MODIFIERS             	NOT_VAGUE
way                                                                                  	class     	intangible     	undetermined                          	MODIFIERS             	NOT_VAGUE
guided tours                                                                           	class     	intangible     	undetermined                          	MODIFIERS             	portions
snow coaches                                                                        	class     	product        	undetermined                          	adjective            	NOT_VAGUE
snowmobiles                                                                         	class     	product        	undetermined                          	MODIFIERS            	NOT_VAGUE
