expression                                                           	plurality 	Yago4          	manifestation                      	modifiers            	vagueness
Champollion's (death)                                                	instance  	Event          	qualified_anaphora                 	MODIFIERS            	NOT_VAGUE
Karl Richard Lepsius                                                 	instance  	Person         	named                              	MODIFIERS            	NOT_VAGUE
many hieroglyphs                                                     	class     	CreativeWork   	numbered                           	MODIFIERS            	portions
combinations                                                          	class     	Intangible     	undetermined                       	MODIFIERS             	portions
two or three sounds                                                   	class     	CreativeWork   	numbered                           	MODIFIERS             	NOT_VAGUE
one of the most fundamental faults                                   	instance   	Intangible     	numbered                           	adjective preposition	NOT_VAGUE
Champollion's work                                                  	class     	CreativeWork   	contains_named                     	MODIFIERS           	portions
Other scholars                                                       	class     	Person         	undetermined                       	adjective            	portions
Emmanuel de Rougé                                                    	instance  	Person         	named                              	MODIFIERS            	NOT_VAGUE
the understanding                                                     	instance  	Intangible     	determined                         	MODIFIERS             	subjective
Egyptian                                                              	instance  	CreativeWork   	named                             	MODIFIERS             	NOT_VAGUE
ancient Egyptian texts                                               	class     	CreativeWork   	undetermined contains_named        	adjective            	NOT_VAGUE
the decipherment                                                       	instance  	Action         	determined                         	MODIFIERS             	NOT_VAGUE
cuneiform                                                            	instance  	CreativeWork   	mass_noun                         	MODIFIERS             	NOT_VAGUE
the same time                                                        	instance  	Event          	determined                         	adjective            	NOT_VAGUE
their work                                                           	instance  	creativework   	qualified_anaphora mass_noun       	modifiers            	NOT_VAGUE
the once-inaccessible texts                                         	class     	CreativeWork   	determined                         	adjective           	NOT_VAGUE
the earliest stages                                                 	class     	Event          	determined                         	adjective           	degree
human history                                                       	instance   	Intangible   	mass_noun                         	adjective           	NOT_VAGUE
