expression                                                                     	plurality 	Yago4          	manifestation                    	modifiers                 	vagueness
his rise                                                                      	instance  	Event          	qualified_anaphora               	MODIFIERS               	degree
poverty                                                                       	instance  	Intangible     	mass_noun                          	MODIFIERS               	subjective
significant fame                                                              	instance  	Intangible     	mass_noun                          	adjective               	degree subjective
Presley's success                                                              	instance  	Intangible     	contains_named                  	MODIFIERS                 	NOT_VAGUE
the American Dream                                                             	instance  	CreativeWork   	determined named                 	adjective                 	NOT_VAGUE
the best-selling solo music artist                                           	instance  	Person         	determined                       	adjective noun           	NOT_VAGUE
all time                                                                     	instance  	Event         	determined                       	MODIFIERS                	NOT_VAGUE
many genres                                                                    	class     	CreativeWork   	numbered                         	MODIFIERS                 	portions
pop                                                                            	instance  	CreativeWork   	named                            	MODIFIERS                 	NOT_VAGUE
country                                                                        	instance  	CreativeWork   	named                            	MODIFIERS                 	NOT_VAGUE
R&B                                                                            	instance  	CreativeWork   	named                            	MODIFIERS                 	NOT_VAGUE
adult contemporary                                                             	instance  	CreativeWork   	named                            	noun                      	NOT_VAGUE
gospel                                                                         	instance  	CreativeWork   	named                            	MODIFIERS                 	NOT_VAGUE
three Grammy Awards                                                            	class     	CreativeWork   	numbered named                   	MODIFIERS                 	NOT_VAGUE
the Grammy Lifetime Achievement Award                                          	instance  	CreativeWork   	determined named                 	preposition               	NOT_VAGUE
age 36                                                                         	instance  	intangible     	undetermined mass_noun           	modifiers                 	NOT_VAGUE
multiple music halls of fame                                                   	class     	Organization   	numbered                         	adjective preposition     	portions
several records                                                                	class     	Intangible     	numbered                         	MODIFIERS                 	portions
the most RIAA certified gold and platinum albums                               	class   	CreativeWork   	determined contains_named        	adjective                 	NOT_VAGUE
albums                                                                         	class     	CreativeWork   	undetermined                     	modifiers                 	portions
the Billboard 200                                                              	instance  	Organization   	determined named                 	MODIFIERS                 	NOT_VAGUE
the most number-one albums                                                   	class     	CreativeWork   	determined                       	adjective noun           	NOT_VAGUE
a solo artist                                                                	instance  	Person       	undetermined                       	adjective                	NOT_VAGUE
the UK Albums Chart                                                          	instance   	Organization   	determined                       	MODIFIERS                	NOT_VAGUE
the most number-one singles                                                  	class     	CreativeWork   	determined                       	adjective noun           	NOT_VAGUE
any act                                                                      	class     	Person       	numbered                           	MODIFIERS                	NOT_VAGUE
the UK Singles Chart                                                           	instance  	Organization   	determined                       	MODIFIERS                	NOT_VAGUE
the Presidential Medal of Freedom                                              	instance  	CreativeWork   	determined named                 	preposition               	NOT_VAGUE
