expression                                                                    	plurality 	Yago4          	manifestation                     	modifiers                 	vagueness
Sue Donaldson                                                                 	instance  	Person         	named                             	MODIFIERS                 	NOT_VAGUE
Will Kymlicka                                                                 	instance  	Person         	named                             	MODIFIERS                 	NOT_VAGUE
Alasdair Cochrane                                                             	instance  	Person         	named                             	MODIFIERS                 	NOT_VAGUE
Kimberly Smith                                                                	instance  	Person         	named                             	MODIFIERS                 	NOT_VAGUE
Siobhan O'Sullivan                                                            	instance  	Person         	named                             	MODIFIERS                 	NOT_VAGUE
Wissenburg's chapter                                                          	instance  	CreativeWork   	named                             	MODIFIERS                 	NOT_VAGUE
the one                                                                       	instance  	CreativeWork   	determined anaphora               	MODIFIERS                 	NOT_VAGUE
this literature                                                               	instance  	CreativeWork   	qualified_anaphora                	MODIFIERS                 	NOT_VAGUE
his approach                                                                  	instance  	CreativeWork   	qualified_anaphora                	MODIFIERS                 	NOT_VAGUE
a negative one                                                                	instance  	CreativeWork   	undetermined anaphora             	adjective                 	subjective
Garner                                                                        	instance  	Person         	named                             	MODIFIERS                 	NOT_VAGUE
Political Animals and Animal Politics                                         	instance  	CreativeWork   	named                             	MODIFIERS                 	NOT_VAGUE
its trailblazing                                                              	instance  	intangible     	qualified_anaphora                	modifiers                 	subjective
stronger collections                                                        	class     	CreativeWork   	undetermined                      	adjective                	subjective portions
the same theme                                                                	instance   	Intangible   	determined                      	adjective                	NOT_VAGUE
